o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment
6243,241,F,81333.16,1994-09-28,4-NOT SPECIFIED,Clerk#000000358,0,o use slyly. slyly express deposits according to the furious theodolit
6244,1423,F,60185.35,1993-08-19,2-HIGH,Clerk#000000549,0,"ithely pending deposits dazzle slyly express accounts. pending, iron"
6245,733,O,99101.88,1997-11-10,3-MEDIUM,Clerk#000000167,0,es cajole quickly regular deposits. slyly ironic requests wake. unusual grouch
6246,712,F,245217.34,1994-10-22,4-NOT SPECIFIED,Clerk#000000229,0,hins. carefully silent accounts wake slyly along t
6247,466,O,51480.94,1996-11-22,3-MEDIUM,Clerk#000000324,0,. carefully regular ex
6272,898,F,228876.91,1993-02-28,2-HIGH,Clerk#000000434,0,thely regular deposits. fluffily idle ideas cajole blithely carefull
6273,43,F,30827.17,1995-02-06,1-URGENT,Clerk#000000206,0,tructions? blithely ruthless packages are against the slyly ironic request
6274,79,O,218754.47,1995-07-15,4-NOT SPECIFIED,Clerk#000000061,0,ght use slyly. quietly regular packages use carefully s
6275,116,O,215131.20,1996-12-24,1-URGENT,Clerk#000000818,0,e slyly around the instructions. quickly pendi
6276,736,P,188453.84,1995-05-08,5-LOW,Clerk#000000914,0,regular deposits wake slyly amon
6277,563,O,127760.48,1997-01-28,3-MEDIUM,Clerk#000000104,0, carefully ironic dependencies according to the c
6278,337,F,160399.31,1992-01-05,2-HIGH,Clerk#000000042,0,gular ideas. fluffily final ideas sleep carefully. carefull
6279,1109,F,74788.10,1993-01-30,1-URGENT,Clerk#000000519,0,egular asymptotes haggle regular packages. pending fox
6304,560,O,124120.12,1995-08-12,2-HIGH,Clerk#000000628,0,tes haggle slyly furiously bold requests. blithely bold accounts integrate ab
6305,79,O,218216.09,1997-01-16,4-NOT SPECIFIED,Clerk#000000759,0,"quickly final foxes. regular, close instructi"
6306,13,O,24140.16,1998-05-04,4-NOT SPECIFIED,Clerk#000000005,0,sly express instructions wake 
6307,23,O,47944.47,1997-11-06,4-NOT SPECIFIED,Clerk#000000287,0,e express dependencies are quickly bold p
6308,895,O,40723.24,1997-07-11,2-HIGH,Clerk#000000231,0,iously after the packages. regular pinto beans boos
6309,1300,F,218103.18,1993-06-10,3-MEDIUM,Clerk#000000476,0,efully always even asymptotes. furiously final depos
6310,712,F,271339.83,1994-05-04,4-NOT SPECIFIED,Clerk#000000272,0,detect regular theodolites. regular pack
6311,622,F,42859.41,1993-02-11,3-MEDIUM,Clerk#000000844,0,e the slyly bold foxes cajole above the furiously final reques
6336,1312,O,75041.38,1995-08-29,2-HIGH,Clerk#000000875,0, silent accounts. furiously even requests nag slyly ironic dolph
6337,1159,O,201043.71,1995-09-01,4-NOT SPECIFIED,Clerk#000000301,0,lites poach furiously. furiously 
6338,1480,F,126794.13,1992-02-25,5-LOW,Clerk#000000413,0,s affix carefully. regular pinto 
6339,1156,F,138811.00,1992-12-12,1-URGENT,Clerk#000000413,0, ironic asymptotes. closely even r
6340,232,O,217548.67,1996-10-09,3-MEDIUM,Clerk#000000638,0,ily pending accounts hinder furiously. e
6341,1270,O,178632.66,1996-06-08,3-MEDIUM,Clerk#000000910,0,"ccording to the pending dugouts! sly, final excuses are even foxes. "
6342,287,O,187784.60,1997-11-25,1-URGENT,Clerk#000000859,0,eposits are furiously 
6343,743,O,289069.48,1998-03-18,4-NOT SPECIFIED,Clerk#000000072,0," haggle among the unusual deposits. quiet, special braids use slyly accordin"
6368,515,F,175352.65,1994-02-23,4-NOT SPECIFIED,Clerk#000000262,0,ymptotes above the carefully ironic ideas sleep among the foxes.
6369,850,F,196618.52,1994-12-20,2-HIGH,Clerk#000000414,0,yly above the carefully even 
6370,1204,F,57253.82,1992-12-30,3-MEDIUM,Clerk#000000281,0,leep above the quickly ironic decoys. fin
6371,838,F,179096.82,1993-04-02,3-MEDIUM,Clerk#000000237,0,"y bold requests. unusual, silent theodolites wake carefully requests. packages"
6372,517,F,159295.25,1994-02-27,4-NOT SPECIFIED,Clerk#000000852,0,ully final instructions above the packages haggle carefully pending pinto b
6373,385,F,178234.19,1992-01-24,4-NOT SPECIFIED,Clerk#000000432,0, quickly brave instructions se
6374,898,O,155144.63,1995-08-08,1-URGENT,Clerk#000000058,0,"final asymptotes. enticing, pend"
6375,217,O,271720.48,1997-11-13,4-NOT SPECIFIED,Clerk#000000466,0,old requests. regular excuses print according to the b
6400,823,F,106659.06,1994-01-24,3-MEDIUM,Clerk#000000166,0,about the fluffily final ideas. furiou
6401,1273,O,144203.63,1997-04-23,5-LOW,Clerk#000000941,0,inal dinos. instructions sleep after the quickly final Tiresias. d
6402,395,P,215754.02,1995-04-24,5-LOW,Clerk#000000978,0, requests; slyly busy courts nag 
6403,280,F,94578.04,1995-02-12,5-LOW,Clerk#000000816,0,r packages are slyly
6404,319,O,61110.56,1996-07-07,2-HIGH,Clerk#000000095,0,promise. fluffily final accounts boost frets. carefully reg
6405,1100,O,37656.00,1997-05-12,2-HIGH,Clerk#000000379,0,kages sleep after the slyly expre
6406,244,F,104536.06,1994-08-15,1-URGENT,Clerk#000000996,0,wake carefully. thinl
6407,847,O,106491.85,1995-07-25,2-HIGH,Clerk#000000873,0,"gle against the ironic accounts. unusual, final deposits cajole furiou"
6432,304,O,181270.70,1995-11-11,1-URGENT,Clerk#000000116,0,ns. stealthily pending deposits cajole regularly
6433,766,O,287192.21,1995-11-23,3-MEDIUM,Clerk#000000494,0,"s. furiously silent requests wake across the special braids. even, exp"
6434,976,F,180859.67,1994-06-08,2-HIGH,Clerk#000000643,0,ages. bold deposits i
6435,1138,O,269746.89,1996-06-01,1-URGENT,Clerk#000000355,0,among the slyly bold theodolites. blithely pending pinto
6436,1046,F,17014.61,1992-03-02,5-LOW,Clerk#000000858,0,ronic requests. slyly special deposits nag flu
6437,1162,F,198960.61,1994-02-04,1-URGENT,Clerk#000000328,0,er the furiously eve
6438,1084,F,119623.94,1993-05-17,4-NOT SPECIFIED,Clerk#000000814,0,cording to the fluffily silent packag
6439,988,O,229454.16,1995-07-03,3-MEDIUM,Clerk#000000611,0, slyly regular pinto beans haggle even accounts. quickly expre
6464,160,F,169920.37,1994-05-29,3-MEDIUM,Clerk#000000601,0, among the slyly express platelets haggle slyly aroun
6465,943,O,214899.89,1995-08-13,5-LOW,Clerk#000000713,0,", ironic accounts nag "
6466,169,O,42804.39,1997-04-06,1-URGENT,Clerk#000000289,0,grate. finally pending deposits boost. b
6467,754,O,56503.77,1998-03-02,4-NOT SPECIFIED,Clerk#000000510,0,"n courts are daringly across the furious, pe"
6468,1054,O,30752.09,1996-09-09,5-LOW,Clerk#000000215,0,"ites nag. ironic, pending packages hang blithely slyly bold deposits. c"
6469,746,O,275767.20,1996-03-09,3-MEDIUM,Clerk#000000974,0,ill sleep against the furiou
6470,62,O,300362.24,1995-09-11,5-LOW,Clerk#000000421,0,"totes haggle even, unusual packages. regularly ironic p"
6471,952,O,283397.96,1998-03-01,5-LOW,Clerk#000000775,0,thely according to the ideas. r
6496,443,O,213862.90,1995-06-30,1-URGENT,Clerk#000000015,0,equests wake carefully at the bl
6497,452,O,47029.15,1997-10-02,3-MEDIUM,Clerk#000000430,0,ilent packages. blithely regular foxes cajole.
6498,1229,F,82192.11,1994-03-18,3-MEDIUM,Clerk#000000987,0,kly final asymptotes. 
6499,118,O,94392.60,1995-05-09,1-URGENT,Clerk#000000647,0," furiously about the requests. special, final accounts use according to"
6500,772,F,116920.53,1992-10-13,1-URGENT,Clerk#000000203,0,"furiously express accounts sleep slyly. ironic, ev"
6501,34,F,169372.97,1992-01-14,2-HIGH,Clerk#000000637,0,xcuses. furiously regular packages nag
6502,1364,O,132481.49,1995-08-21,3-MEDIUM,Clerk#000000528,0,od carefully carefu
6503,200,O,126966.13,1997-07-09,5-LOW,Clerk#000000528,0,". final, ruthless de"
6528,1127,F,174394.90,1993-02-04,2-HIGH,Clerk#000000133,0,furiously regular deposits b
6529,541,F,180161.70,1992-11-27,3-MEDIUM,Clerk#000000591,0,unts haggle according to the furiously r
6530,64,O,7676.10,1997-08-05,1-URGENT,Clerk#000000912,0,ourts boost after the req
6531,593,F,200954.37,1993-07-18,2-HIGH,Clerk#000000947,0,r pinto beans. fluffily regular pint
6532,4,O,129232.21,1996-02-18,1-URGENT,Clerk#000000046,0,s use about the careful
6533,79,O,204973.10,1998-03-05,3-MEDIUM,Clerk#000000114,0," furiously unusual, bold foxes. express, ironic"
6534,970,O,31457.22,1997-04-20,1-URGENT,Clerk#000000668,0,packages. slyly silent
6535,244,F,207170.87,1992-06-13,1-URGENT,Clerk#000000650,0,heodolites was furiously at the qui
6560,1204,F,318034.04,1995-01-05,5-LOW,Clerk#000000328,0,y. sometimes regular ideas affix fluffily according to the courts. regul
6561,1402,F,200779.81,1994-05-19,2-HIGH,Clerk#000000813,0,ronic dependencies affix furiously. blithely final pac
6562,643,F,221812.30,1994-12-21,1-URGENT,Clerk#000000616,0, silent escapades. furiously regular deposits use furiousl
6563,1055,F,94449.31,1992-11-06,5-LOW,Clerk#000000666,0,ss the quickly thin packages
6564,565,F,150871.17,1995-01-22,5-LOW,Clerk#000000777,0,ickly even packages. carefully ironic packages according 
6565,277,O,262344.82,1997-02-25,4-NOT SPECIFIED,Clerk#000000657,0,ns along the quickly permanent packages los
6566,1369,P,175594.82,1995-05-22,1-URGENT,Clerk#000000218,0,its. blithely ironic packages caj
6567,1294,O,53318.58,1997-07-22,2-HIGH,Clerk#000000402,0,he slyly bold asymptotes. excuses haggle never regular excuses. packa
6592,221,F,240055.49,1994-12-02,5-LOW,Clerk#000000213,0,. blithely ironic accounts are quickly ironic dep
6593,293,O,123753.91,1997-05-16,2-HIGH,Clerk#000000678,0,"e final, ironic packages. bold, pending dolphins among the "
6594,1288,O,205591.26,1996-08-23,1-URGENT,Clerk#000000712,0,ts. ironic foxes run about the blithely final depo
6595,881,F,24750.02,1992-10-03,1-URGENT,Clerk#000000220,0,riously final requests. slyly 
6596,1120,O,169485.95,1995-07-22,5-LOW,Clerk#000000106,0, instructions haggle furiously. regular pla
6597,1189,O,100902.30,1998-06-27,5-LOW,Clerk#000000392,0,ide of the accounts! slyly even
6598,109,F,66566.87,1992-05-08,3-MEDIUM,Clerk#000000691,0,ending dolphins slee
6599,599,O,214143.21,1998-04-17,5-LOW,Clerk#000000365,0, requests. finally ironic theodolit
6624,1130,O,44018.37,1997-08-18,1-URGENT,Clerk#000000553,0,"ay carefully. bold, regular pinto"
6625,1345,F,15961.57,1993-08-16,2-HIGH,Clerk#000000228,0,ckages nag fluffily carefu
6626,575,F,104789.96,1994-05-07,1-URGENT,Clerk#000000213,0,"nic, ironic ideas. slyly thin"
6627,967,P,86219.59,1995-03-26,5-LOW,Clerk#000000603,0,ts. stealthily regular deposits
6628,448,F,137905.54,1994-04-28,3-MEDIUM,Clerk#000000644,0,s are carefully. even
6629,1094,F,198981.29,1994-01-26,1-URGENT,Clerk#000000153,0,ses. ironic instructions wake carefully again
6630,800,O,324687.23,1996-12-05,2-HIGH,Clerk#000000006,0,heodolites haggle furiously across the regular accounts. furi
6631,481,O,214850.36,1995-09-06,3-MEDIUM,Clerk#000000819,0,e among the carefully express theodo
6656,754,F,229247.93,1994-05-16,1-URGENT,Clerk#000000497,0,boost furiously regular foxes; ironic accounts hang quickly
6657,463,F,41401.44,1992-01-03,4-NOT SPECIFIED,Clerk#000000820,0,t unusual pinto beans. fluffily express excuses are after the carefu
6658,1486,O,42751.67,1996-06-29,5-LOW,Clerk#000000453,0,inal accounts wake blithely final packages. silent pinto beans haggle fur
6659,164,O,78331.25,1998-01-12,4-NOT SPECIFIED,Clerk#000000467,0,"hely. regular, final asymptotes wak"
6660,1477,O,126082.62,1998-05-06,5-LOW,Clerk#000000336,0, quickly regular frays. carefully regular ideas boost quickly abo
6661,31,F,60572.38,1993-04-17,5-LOW,Clerk#000000669,0,yly final packages wake slyly regular theodolites. carefully iron
6662,214,O,136940.91,1995-11-23,4-NOT SPECIFIED,Clerk#000000319,0,"ongside of the special, thi"
6663,577,F,129944.60,1995-02-03,2-HIGH,Clerk#000000141,0,silent instructions x-ray
6688,1187,O,123509.63,1997-02-24,1-URGENT,Clerk#000000987,0,"foxes kindle against the express, final theodolites. busily ironic requests"
6689,757,O,62749.57,1997-06-02,1-URGENT,Clerk#000000571,0,rnes cajole. carefully final ideas against
6690,169,O,194895.17,1996-06-26,2-HIGH,Clerk#000000648,0,y across the quickly silent ideas. ironic accounts are requests. even as
6691,1435,F,252217.93,1994-06-10,5-LOW,Clerk#000000191,0,y regular requests. blithely even packages h
6692,248,O,281826.95,1996-09-23,3-MEDIUM,Clerk#000000573,0,s cajole slyly across the pending requests. express pinto bean
6693,73,F,257921.91,1992-05-25,1-URGENT,Clerk#000000232,0," above the unusual deposits. silent, regular warthogs cajole alo"
6694,604,F,94148.46,1992-09-01,2-HIGH,Clerk#000000954,0, under the carefully final asymptotes. slyly regular asymptotes use blithely 
6695,170,F,305558.38,1992-06-28,5-LOW,Clerk#000000877,0,gle. blithely regular packages use enticingly according 
6720,1021,F,229026.45,1993-09-10,4-NOT SPECIFIED,Clerk#000000753,0,after the fluffily daring ideas are upon the furiously pending deposits. di
6721,994,O,141550.73,1996-11-29,4-NOT SPECIFIED,Clerk#000000272,0,cajole furiously final 
6722,514,O,306885.73,1996-06-26,2-HIGH,Clerk#000000323,0, are blithely after the sl
6723,343,O,260879.33,1998-06-02,1-URGENT,Clerk#000000984,0,he ironic accounts. fluffily final pinto beans acr
6724,934,O,112167.53,1995-10-25,3-MEDIUM,Clerk#000000009,0,"rint after the special, regular requests. regular requests haggle carefully. "
6725,751,O,118325.79,1995-10-15,5-LOW,Clerk#000000149,0, blithely carefully final deposits. carefully ironic accounts nag 
6726,1094,F,249203.01,1993-11-29,4-NOT SPECIFIED,Clerk#000000246,0,permanent requests. carefully even accounts cajole furiously carefully b
6727,959,F,258802.80,1994-08-30,5-LOW,Clerk#000000832,0,"furiously even instructions. even, final re"
6752,1252,O,52555.16,1996-10-18,3-MEDIUM,Clerk#000000927,0,"y unusual deposits use slyly pending, regular instructions. express p"
6753,121,F,134951.81,1993-09-27,5-LOW,Clerk#000000184,0,"nal, ironic theodolites maintain slyly pearls. furiously final deposi"
6754,1261,O,110732.98,1995-08-12,2-HIGH,Clerk#000000648,0, cajole furiously special theodolites. carefully special
6755,1105,O,27478.50,1995-05-02,2-HIGH,Clerk#000000454,0,grate ironic depths. carefully regular foxes print a
6756,1141,F,239788.08,1993-08-25,4-NOT SPECIFIED,Clerk#000000710,0,egular accounts haggle. even instructions about the deposits boost
6757,952,F,275727.59,1992-02-02,3-MEDIUM,Clerk#000000228,0,al theodolites affix. accounts detect slyly along the
6758,535,F,7424.24,1994-05-19,3-MEDIUM,Clerk#000000269,0,y fluffily ironic packages. regular packages nod carefully. slyly regular ac
6759,1492,O,122276.33,1996-06-30,3-MEDIUM,Clerk#000000488,0,r requests cajole slyl
6784,1288,O,7653.34,1997-05-15,4-NOT SPECIFIED,Clerk#000000101,0,ccounts. closely ev
6785,950,F,86378.06,1992-05-07,3-MEDIUM,Clerk#000000144,0,furiously. ironic plate
6786,904,O,242931.78,1997-08-13,4-NOT SPECIFIED,Clerk#000000602,0,ions promise carefully
6787,116,O,70119.00,1995-06-03,1-URGENT,Clerk#000000497,0,"ts sleep regular, unusual ideas. quietly ironic platelets integrate after the "
6788,548,O,134597.80,1995-08-05,4-NOT SPECIFIED,Clerk#000000992,0,ely. quickly final accounts cajole. bravely ironic theodolites nag 
6789,1028,O,160758.15,1998-04-23,2-HIGH,Clerk#000000552,0,"nes. special foxes haggle. ironic, ironic accounts cajole slyly. final account"
6790,182,F,30025.74,1995-04-27,2-HIGH,Clerk#000000920,0, special courts sleep blith
6791,154,F,122256.75,1995-02-02,3-MEDIUM,Clerk#000000780,0,uffy dolphins about th
6816,1348,O,42541.67,1998-02-13,4-NOT SPECIFIED,Clerk#000000890,0,telets. pending platelets cajole. even pinto beans are carefully 
6817,661,O,292938.51,1996-12-07,1-URGENT,Clerk#000000647,0,ndencies; quickly pe
6818,953,O,163412.53,1996-02-27,1-URGENT,Clerk#000000543,0,ctions do poach carefully. final dependencies against the caref
6819,1441,O,235624.49,1998-03-01,2-HIGH,Clerk#000000767,0,ackages are daringly alongside of the bold accounts. 
6820,853,O,113728.76,1995-07-06,5-LOW,Clerk#000001000,0, silent orbits haggle furiously among the furiously unusual
6821,1258,O,87530.96,1997-10-02,2-HIGH,Clerk#000000256,0, platelets affix blithely express accounts. fluffily pending reques
6822,247,O,178970.33,1997-06-22,2-HIGH,Clerk#000000462,0,lly! slyly regular dependencies among the
6823,628,F,211124.74,1994-07-22,4-NOT SPECIFIED,Clerk#000000369,0, requests breach slyly alongside of the p
6848,730,F,183927.82,1993-09-14,2-HIGH,Clerk#000000602,0,r requests. final deposits sleep closely 
6849,445,O,142248.89,1998-01-26,1-URGENT,Clerk#000000473,0,requests was carefully fluf
6850,169,F,147664.90,1993-02-12,2-HIGH,Clerk#000000292,0,"eodolites along the final, ironi"
6851,403,O,88576.15,1997-06-30,1-URGENT,Clerk#000000654,0,. furiously even dependencies cajole furiously final requests. s
6852,712,O,29383.67,1997-06-26,5-LOW,Clerk#000000604,0,lithely regular depos
6853,119,O,46538.98,1997-02-17,3-MEDIUM,Clerk#000000203,0, platelets are slyly even pinto beans. silent requests a
6854,835,F,269589.69,1994-01-07,3-MEDIUM,Clerk#000000312,0,regular requests alongside of the thinly regular dolphin
6855,106,O,85204.50,1995-08-28,2-HIGH,Clerk#000000302,0, quickly pending theodolites wake blithely f
6880,25,F,153159.46,1994-05-26,3-MEDIUM,Clerk#000000849,0,ly even requests cajole. sometime
6881,1129,F,40831.09,1994-03-23,5-LOW,Clerk#000000327,0,xpress packages nag quickly. furiously sp
6882,178,O,422359.65,1997-04-09,1-URGENT,Clerk#000000974,0,lar theodolites use furiously among the s
6883,287,O,257510.95,1997-07-13,1-URGENT,Clerk#000000096,0,ironic ideas are slyly spec
6884,1168,F,238638.55,1994-01-16,5-LOW,Clerk#000000138,0,yly even packages sle
6885,922,F,158930.07,1992-06-20,5-LOW,Clerk#000000502,0, requests boost carefully. ironic accounts hang across the quickly
6886,1006,F,149349.34,1992-01-20,2-HIGH,Clerk#000000116,0,"ke busy, regular instructions. bold deposits detect furiously regular depths. "
6887,838,O,195359.79,1995-08-27,4-NOT SPECIFIED,Clerk#000000614,0,"its. close, ironic patterns above the slyly regular packag"
6912,764,O,20282.99,1995-12-11,4-NOT SPECIFIED,Clerk#000000291,0, final asymptotes. blithely sil
6913,350,F,107234.73,1992-11-21,4-NOT SPECIFIED,Clerk#000000572,0,ages cajole slyly ideas. blithely final packages against the final 
6914,700,F,78800.48,1993-12-10,3-MEDIUM,Clerk#000000135,0,"ckages. idle, even pinto "
6915,961,O,64093.61,1996-02-06,4-NOT SPECIFIED,Clerk#000000879,0,ithely final accounts according to the slyly regular foxes are blithe
6916,866,F,114566.02,1993-06-05,5-LOW,Clerk#000000104,0, ironic ideas. stealthily regular dependencies boost. furiousl
6917,184,O,95425.90,1998-07-28,4-NOT SPECIFIED,Clerk#000000887,0,ly. bold dependencies promise fluffily. blithe platelets sle
6918,776,O,213108.95,1995-07-02,1-URGENT,Clerk#000000120,0,instructions serve fluffily around the pending pl
