p_partkey,p_name,p_mfgr,p_brand,p_type,p_size,p_container,p_retailprice,p_comment
684,metallic azure hot orange spring,Manufacturer#3,Brand#33,PROMO BURNISHED TIN,6,WRAP BOX,1584.68,ounts along th
685,turquoise orchid plum green tomato,Manufacturer#3,Brand#31,SMALL PLATED COPPER,36,LG JAR,1585.68, the fluffily bold pa
686,goldenrod deep cornflower dodger rose,Manufacturer#5,Brand#54,STANDARD BRUSHED COPPER,15,WRAP BAG,1586.68,"ies cajole pending, "
687,frosted cornsilk tomato burnished smoke,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,47,JUMBO BOX,1587.68,nts. silent ide
688,navajo khaki almond royal chartreuse,Manufacturer#4,Brand#45,PROMO BRUSHED COPPER,38,JUMBO CAN,1588.68,es. carefull
689,bisque red peru almond grey,Manufacturer#4,Brand#43,LARGE PLATED COPPER,22,SM PACK,1589.68, careful de
690,cornflower dodger saddle ivory tan,Manufacturer#3,Brand#32,SMALL PLATED BRASS,31,WRAP PACK,1590.69,arefully eve
691,burnished dim gainsboro thistle blue,Manufacturer#3,Brand#35,PROMO BURNISHED BRASS,3,SM JAR,1591.69, carefully. care
692,puff beige smoke seashell sienna,Manufacturer#1,Brand#14,MEDIUM BRUSHED BRASS,20,SM DRUM,1592.69,to the furiou
693,honeydew ghost azure yellow magenta,Manufacturer#5,Brand#54,SMALL PLATED TIN,14,WRAP CASE,1593.69,l reques
694,pink maroon blanched beige cyan,Manufacturer#3,Brand#35,ECONOMY PLATED STEEL,35,JUMBO CASE,1594.69,frays enga
695,deep peru lavender antique royal,Manufacturer#2,Brand#23,PROMO ANODIZED COPPER,19,MED DRUM,1595.69,mong the furi
696,forest lemon cream black pink,Manufacturer#3,Brand#33,MEDIUM ANODIZED BRASS,3,LG CAN,1596.69,endenci
697,dark white slate honeydew maroon,Manufacturer#4,Brand#41,LARGE PLATED TIN,8,MED CAN,1597.69,y even shea
698,blush sienna honeydew yellow goldenrod,Manufacturer#4,Brand#42,ECONOMY ANODIZED COPPER,44,LG PACK,1598.69,nstructions. q
699,plum orchid red linen misty,Manufacturer#1,Brand#11,MEDIUM PLATED STEEL,5,WRAP CAN,1599.69,horses. furiously s
700,lace hot khaki steel orchid,Manufacturer#3,Brand#34,PROMO BRUSHED STEEL,31,SM JAR,1600.70,ely final account
701,frosted lavender black deep ghost,Manufacturer#4,Brand#43,MEDIUM ANODIZED COPPER,36,WRAP DRUM,1601.70,sly regular
702,navajo lavender dim puff bisque,Manufacturer#4,Brand#41,STANDARD BURNISHED BRASS,26,SM CAN,1602.70,y bol
703,puff floral red linen dark,Manufacturer#3,Brand#32,ECONOMY POLISHED TIN,20,WRAP CASE,1603.70,re at the blithely re
704,salmon lawn chocolate lace honeydew,Manufacturer#3,Brand#34,LARGE ANODIZED BRASS,23,MED CAN,1604.70,ly slyly 
705,snow drab lawn dark tan,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,47,LG PKG,1605.70,ges wa
706,cream white navajo frosted puff,Manufacturer#3,Brand#33,LARGE PLATED BRASS,6,SM PKG,1606.70,ncies sle
707,salmon khaki misty deep peru,Manufacturer#1,Brand#11,SMALL POLISHED BRASS,17,SM BAG,1607.70, deposits use carefu
708,brown midnight plum violet tomato,Manufacturer#3,Brand#32,SMALL BRUSHED NICKEL,29,SM DRUM,1608.70,thely even accoun
709,tomato sienna cornflower black misty,Manufacturer#4,Brand#43,SMALL BRUSHED TIN,16,SM BAG,1609.70,cajole slyly b
710,chartreuse thistle midnight magenta violet,Manufacturer#1,Brand#15,SMALL POLISHED TIN,27,JUMBO PACK,1610.71,sts. instruc
711,goldenrod sienna linen steel floral,Manufacturer#1,Brand#11,PROMO BRUSHED NICKEL,24,LG DRUM,1611.71,accounts. carefully
712,blanched rose royal tomato hot,Manufacturer#3,Brand#33,ECONOMY BRUSHED COPPER,25,SM CASE,1612.71,r accounts us
713,gainsboro plum powder seashell lawn,Manufacturer#2,Brand#25,SMALL ANODIZED COPPER,20,SM CAN,1613.71,l forge
714,chartreuse medium gainsboro honeydew saddle,Manufacturer#1,Brand#11,MEDIUM POLISHED NICKEL,35,SM JAR,1614.71,ounts sleep theodolit
715,deep yellow coral sienna white,Manufacturer#2,Brand#24,LARGE BRUSHED TIN,28,WRAP BAG,1615.71,gular orbits. bli
716,grey floral sienna cyan gainsboro,Manufacturer#1,Brand#12,SMALL POLISHED TIN,37,JUMBO CAN,1616.71, decoys sleep blith
717,papaya turquoise spring midnight medium,Manufacturer#2,Brand#22,STANDARD PLATED TIN,28,JUMBO JAR,1617.71,arefully regular p
718,khaki navy saddle ghost orchid,Manufacturer#3,Brand#35,PROMO BURNISHED COPPER,24,SM CAN,1618.71,e bold pinto bea
719,chocolate honeydew khaki aquamarine white,Manufacturer#3,Brand#35,STANDARD BRUSHED NICKEL,49,JUMBO BAG,1619.71,", even theodoli"
720,light khaki dodger dark lawn,Manufacturer#4,Brand#45,SMALL BURNISHED NICKEL,8,JUMBO BAG,1620.72,quests agains
721,gainsboro chocolate maroon hot sienna,Manufacturer#5,Brand#52,STANDARD ANODIZED STEEL,33,MED PKG,1621.72,s. doggedly unusual
722,forest chartreuse plum royal papaya,Manufacturer#4,Brand#43,ECONOMY BURNISHED NICKEL,43,JUMBO BAG,1622.72,s mold quickly s
723,slate magenta lemon peru pink,Manufacturer#3,Brand#31,LARGE BRUSHED BRASS,34,WRAP CASE,1623.72,. pending 
724,rosy coral thistle ghost papaya,Manufacturer#3,Brand#35,PROMO POLISHED COPPER,28,JUMBO BOX,1624.72,ly unusual pack
725,hot blanched salmon slate burlywood,Manufacturer#4,Brand#43,LARGE PLATED NICKEL,11,JUMBO BOX,1625.72,riousl
726,cream aquamarine violet medium midnight,Manufacturer#4,Brand#43,PROMO POLISHED NICKEL,41,JUMBO BAG,1626.72,efully about the blit
727,royal pink smoke bisque lime,Manufacturer#3,Brand#35,PROMO PLATED BRASS,35,SM PKG,1627.72,sly special acco
728,cornsilk grey sienna blue sky,Manufacturer#3,Brand#33,ECONOMY PLATED TIN,27,LG JAR,1628.72, quickly according t
729,papaya cornsilk gainsboro rose pink,Manufacturer#3,Brand#35,ECONOMY BRUSHED TIN,6,LG JAR,1629.72,ly bold idea
730,rose blush saddle cyan hot,Manufacturer#4,Brand#45,MEDIUM PLATED TIN,8,SM PKG,1630.73,ly expr
731,firebrick indian forest rose khaki,Manufacturer#3,Brand#33,PROMO BURNISHED NICKEL,34,MED CASE,1631.73,final requests. 
732,violet frosted red papaya drab,Manufacturer#2,Brand#21,MEDIUM BRUSHED BRASS,1,SM BAG,1632.73,"the express, even"
733,burnished goldenrod royal plum midnight,Manufacturer#4,Brand#43,PROMO ANODIZED STEEL,1,MED CASE,1633.73," the final, unusu"
734,lace light bisque dodger aquamarine,Manufacturer#2,Brand#21,MEDIUM BRUSHED STEEL,34,WRAP DRUM,1634.73, ironic
735,wheat white honeydew almond coral,Manufacturer#4,Brand#42,SMALL BRUSHED STEEL,44,SM CAN,1635.73,"as. even, regular de"
736,slate honeydew pink magenta lace,Manufacturer#3,Brand#32,PROMO ANODIZED BRASS,44,JUMBO DRUM,1636.73,g the slyly unusua
737,orange navajo blanched cyan snow,Manufacturer#5,Brand#53,PROMO POLISHED NICKEL,25,SM BAG,1637.73,s. even dependencies 
738,peru floral sky steel maroon,Manufacturer#2,Brand#21,ECONOMY BURNISHED COPPER,29,JUMBO CAN,1638.73,ing braids. deposits a
739,powder lavender wheat pale puff,Manufacturer#3,Brand#31,ECONOMY BRUSHED COPPER,24,JUMBO BOX,1639.73,; pinto bea
740,almond aquamarine mint misty red,Manufacturer#3,Brand#35,STANDARD POLISHED COPPER,7,WRAP PACK,1640.74,usly. fur
741,thistle seashell cyan cornsilk indian,Manufacturer#4,Brand#44,STANDARD PLATED TIN,33,WRAP PACK,1641.74,e of the 
742,dodger cream snow pink floral,Manufacturer#5,Brand#51,STANDARD BRUSHED NICKEL,30,SM PACK,1642.74,pending foxes caj
743,navajo midnight peru orange salmon,Manufacturer#4,Brand#42,LARGE ANODIZED COPPER,4,MED JAR,1643.74, snooze carefu
744,burlywood deep hot turquoise chartreuse,Manufacturer#5,Brand#53,MEDIUM BURNISHED COPPER,47,MED PKG,1644.74,ackages along the fu
745,seashell dark lime midnight puff,Manufacturer#3,Brand#31,PROMO POLISHED COPPER,25,JUMBO BOX,1645.74,regular
746,honeydew brown sienna red chocolate,Manufacturer#2,Brand#23,ECONOMY ANODIZED STEEL,31,MED CAN,1646.74,requests. regular theo
747,lace red hot mint goldenrod,Manufacturer#1,Brand#11,LARGE BURNISHED NICKEL,20,WRAP PKG,1647.74,y along th
748,forest indian snow grey peru,Manufacturer#5,Brand#54,STANDARD BURNISHED BRASS,32,SM CAN,1648.74,ing to the 
749,snow goldenrod puff violet mint,Manufacturer#2,Brand#24,SMALL PLATED COPPER,16,MED JAR,1649.74, even ep
750,puff slate magenta powder lawn,Manufacturer#4,Brand#43,LARGE POLISHED NICKEL,47,MED PACK,1650.75,its across the caref
751,steel blush indian rosy pink,Manufacturer#1,Brand#11,SMALL POLISHED TIN,17,SM DRUM,1651.75," regular, even "
752,medium blue midnight misty frosted,Manufacturer#5,Brand#53,MEDIUM ANODIZED COPPER,1,MED PACK,1652.75,uriously eve
753,blanched plum navajo beige indian,Manufacturer#2,Brand#25,STANDARD ANODIZED TIN,13,LG DRUM,1653.75,ss packages. theodol
754,thistle steel sky light red,Manufacturer#5,Brand#51,SMALL ANODIZED STEEL,42,WRAP JAR,1654.75,ar deposits along 
755,spring dodger floral metallic moccasin,Manufacturer#2,Brand#22,STANDARD PLATED TIN,12,WRAP PACK,1655.75,ructions. carefully si
756,ghost antique snow cream cyan,Manufacturer#5,Brand#52,STANDARD PLATED BRASS,44,MED BAG,1656.75,blith
757,papaya dim slate saddle navajo,Manufacturer#3,Brand#35,ECONOMY POLISHED NICKEL,12,JUMBO CASE,1657.75, ironic pac
758,yellow orchid dim cyan burlywood,Manufacturer#1,Brand#11,ECONOMY ANODIZED TIN,25,MED BOX,1658.75,arefull
759,yellow powder navajo maroon chartreuse,Manufacturer#3,Brand#34,LARGE BURNISHED TIN,20,JUMBO CAN,1659.75,"al, speci"
760,orange navy hot aquamarine sienna,Manufacturer#4,Brand#44,MEDIUM POLISHED COPPER,6,LG JAR,1660.76,furiously caref
761,seashell green dodger beige linen,Manufacturer#3,Brand#34,ECONOMY ANODIZED TIN,7,SM JAR,1661.76,"ng, ironic pack"
762,peach grey firebrick dim smoke,Manufacturer#1,Brand#15,LARGE POLISHED TIN,35,MED PKG,1662.76,"above the regular, "
763,wheat seashell azure chartreuse dodger,Manufacturer#4,Brand#44,LARGE BRUSHED TIN,50,SM PKG,1663.76,the furiousl
764,cyan moccasin blanched light purple,Manufacturer#1,Brand#13,SMALL ANODIZED NICKEL,11,LG JAR,1664.76,ully. ideas abov
765,thistle red smoke chartreuse orange,Manufacturer#3,Brand#35,STANDARD BRUSHED BRASS,3,WRAP BAG,1665.76,ously blithely 
766,midnight sienna orange gainsboro black,Manufacturer#2,Brand#24,MEDIUM BURNISHED NICKEL,20,MED PACK,1666.76,s are carefully
767,blush firebrick misty blanched purple,Manufacturer#2,Brand#24,LARGE POLISHED TIN,50,MED DRUM,1667.76,y regular ideas d
768,maroon gainsboro seashell hot sandy,Manufacturer#4,Brand#43,LARGE BRUSHED COPPER,41,SM DRUM,1668.76,ly. blithely expre
769,tomato royal firebrick turquoise cream,Manufacturer#2,Brand#24,MEDIUM BRUSHED TIN,8,LG CASE,1669.76,nts? regular
770,lemon yellow coral deep lime,Manufacturer#2,Brand#25,LARGE BRUSHED TIN,7,SM PACK,1670.77,refully pen
771,plum maroon lavender tan firebrick,Manufacturer#1,Brand#15,SMALL BURNISHED TIN,17,LG DRUM,1671.77,"fully. even, expre"
772,dodger firebrick peach ivory seashell,Manufacturer#3,Brand#35,SMALL PLATED BRASS,33,MED PKG,1672.77,uests are careful
773,saddle medium beige purple plum,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,16,LG CASE,1673.77,thely bold
774,wheat chiffon cyan misty moccasin,Manufacturer#2,Brand#24,STANDARD ANODIZED NICKEL,26,WRAP CASE,1674.77,t the regular instr
775,papaya misty orchid snow metallic,Manufacturer#1,Brand#14,LARGE PLATED TIN,2,MED PACK,1675.77,ove the bold asy
776,powder indian dodger hot lemon,Manufacturer#5,Brand#51,STANDARD ANODIZED BRASS,21,WRAP DRUM,1676.77,lar deposits: asymp
777,blanched indian pink frosted grey,Manufacturer#5,Brand#53,SMALL ANODIZED STEEL,50,JUMBO JAR,1677.77,inal packages
778,saddle mint navy cyan cornflower,Manufacturer#3,Brand#32,PROMO BURNISHED STEEL,20,WRAP BOX,1678.77,he alw
779,salmon burnished orange rose cornsilk,Manufacturer#2,Brand#22,ECONOMY BRUSHED STEEL,26,WRAP DRUM,1679.77,blithely regular theod
780,rosy chocolate tan moccasin salmon,Manufacturer#5,Brand#55,MEDIUM ANODIZED STEEL,31,MED CASE,1680.78,y evenly iron
781,light orchid purple black navy,Manufacturer#1,Brand#13,ECONOMY PLATED STEEL,22,LG DRUM,1681.78,al asymptot
782,peru firebrick coral chartreuse rosy,Manufacturer#1,Brand#13,LARGE POLISHED BRASS,29,SM BAG,1682.78,entici
783,cyan turquoise azure pink dark,Manufacturer#1,Brand#13,SMALL PLATED NICKEL,4,MED DRUM,1683.78, about
784,light smoke seashell snow chartreuse,Manufacturer#1,Brand#12,MEDIUM BRUSHED COPPER,47,LG DRUM,1684.78,y even pinto be
785,coral saddle indian lime frosted,Manufacturer#3,Brand#33,PROMO ANODIZED TIN,41,SM PACK,1685.78,e final depos
786,royal azure ivory moccasin salmon,Manufacturer#2,Brand#23,STANDARD PLATED NICKEL,20,SM PACK,1686.78,longsi
787,pale metallic ivory peach slate,Manufacturer#5,Brand#55,SMALL ANODIZED NICKEL,35,WRAP PKG,1687.78,y regular packa
788,floral dark dodger chartreuse lavender,Manufacturer#3,Brand#34,LARGE PLATED STEEL,10,LG JAR,1688.78,nag bl
789,dodger spring antique lace papaya,Manufacturer#3,Brand#35,PROMO BURNISHED STEEL,14,LG PACK,1689.78,heodoli
790,lavender yellow pink puff olive,Manufacturer#4,Brand#42,PROMO POLISHED COPPER,35,JUMBO BOX,1690.79,deposi
791,indian blush medium thistle lime,Manufacturer#2,Brand#24,STANDARD ANODIZED COPPER,24,MED PACK,1691.79,quickly final depos
792,plum indian cornflower frosted purple,Manufacturer#1,Brand#13,SMALL BURNISHED BRASS,8,MED PKG,1692.79,essly regular deposit
793,white chiffon blue green violet,Manufacturer#5,Brand#51,LARGE POLISHED NICKEL,28,JUMBO CAN,1693.79,oxes against 
794,ivory peach light thistle antique,Manufacturer#5,Brand#51,PROMO PLATED COPPER,47,MED PKG,1694.79,uests
795,cream royal light yellow hot,Manufacturer#5,Brand#54,MEDIUM POLISHED TIN,46,MED JAR,1695.79,sly final r
796,beige frosted cyan hot puff,Manufacturer#5,Brand#51,ECONOMY BRUSHED STEEL,50,WRAP CAN,1696.79,al realm
797,violet peach puff orange white,Manufacturer#4,Brand#41,STANDARD BURNISHED STEEL,10,WRAP BAG,1697.79,denci
798,turquoise indian white bisque chartreuse,Manufacturer#1,Brand#12,ECONOMY PLATED NICKEL,18,LG JAR,1698.79,s. slyly express r
799,green azure rose aquamarine floral,Manufacturer#3,Brand#35,PROMO POLISHED TIN,7,MED JAR,1699.79,usly silent foxes wake
800,maroon mint medium lace plum,Manufacturer#1,Brand#11,PROMO BRUSHED BRASS,29,WRAP BAG,1700.80, furiously ironic asy
801,linen steel salmon beige lemon,Manufacturer#5,Brand#54,LARGE BRUSHED NICKEL,18,JUMBO DRUM,1701.80,y. furiously final
802,rosy ghost cyan puff dark,Manufacturer#3,Brand#34,ECONOMY PLATED BRASS,41,WRAP JAR,1702.80,unusua
803,brown navy tan salmon honeydew,Manufacturer#5,Brand#52,SMALL ANODIZED TIN,50,MED PKG,1703.80,slyly. slyly ex
804,bisque grey honeydew goldenrod ghost,Manufacturer#2,Brand#23,SMALL POLISHED BRASS,9,SM BAG,1704.80,tect acros
805,tan ghost cyan salmon goldenrod,Manufacturer#5,Brand#52,STANDARD PLATED BRASS,8,JUMBO PKG,1705.80,ross the
806,blue violet yellow khaki azure,Manufacturer#3,Brand#32,PROMO BURNISHED TIN,45,LG BAG,1706.80,"luffily final, ironic"
807,turquoise snow navy brown lime,Manufacturer#2,Brand#24,LARGE ANODIZED NICKEL,25,WRAP JAR,1707.80, foxes are blithely
808,rosy indian sky frosted blush,Manufacturer#5,Brand#51,SMALL BRUSHED TIN,36,MED PKG,1708.80,ully regular notornis
809,almond steel maroon chiffon frosted,Manufacturer#3,Brand#32,STANDARD BRUSHED COPPER,17,SM BAG,1709.80,ithel
810,blanched lemon magenta medium dark,Manufacturer#5,Brand#54,LARGE ANODIZED TIN,13,WRAP BOX,1710.81,ously idle som
811,ivory bisque black chiffon gainsboro,Manufacturer#3,Brand#33,PROMO BRUSHED NICKEL,32,SM BOX,1711.81, ironic deposits s
812,firebrick olive chartreuse frosted ivory,Manufacturer#3,Brand#33,LARGE PLATED TIN,11,WRAP BAG,1712.81,ges are 
813,sandy ghost khaki frosted goldenrod,Manufacturer#4,Brand#43,MEDIUM POLISHED STEEL,2,WRAP DRUM,1713.81,s detect. carefully r
814,burnished seashell floral moccasin antique,Manufacturer#5,Brand#54,ECONOMY PLATED NICKEL,43,MED PKG,1714.81,carefully ironic 
815,light peach saddle medium firebrick,Manufacturer#2,Brand#22,ECONOMY BRUSHED NICKEL,5,LG PACK,1715.81,hely accordin
816,thistle ivory pink olive puff,Manufacturer#1,Brand#13,STANDARD POLISHED NICKEL,35,LG CAN,1716.81,theodo
817,azure chocolate lavender blanched burnished,Manufacturer#4,Brand#41,STANDARD ANODIZED TIN,36,JUMBO PKG,1717.81, reque
818,navajo saddle indian cornflower steel,Manufacturer#4,Brand#43,PROMO BRUSHED BRASS,36,MED JAR,1718.81, after
819,light magenta indian khaki lavender,Manufacturer#5,Brand#54,ECONOMY BRUSHED STEEL,27,SM CAN,1719.81,fully against the sl
820,wheat salmon forest lavender papaya,Manufacturer#1,Brand#11,STANDARD BURNISHED STEEL,20,WRAP JAR,1720.82,lyly slow dependen
821,smoke drab rose hot spring,Manufacturer#4,Brand#42,PROMO POLISHED TIN,15,MED BOX,1721.82,quests. even
822,purple lawn ivory black slate,Manufacturer#5,Brand#52,PROMO ANODIZED BRASS,21,LG CASE,1722.82,ain slyly
823,maroon salmon puff medium brown,Manufacturer#2,Brand#25,SMALL BURNISHED COPPER,21,WRAP CASE,1723.82,furiousl
824,dodger snow orange almond magenta,Manufacturer#1,Brand#15,LARGE BURNISHED TIN,34,MED BAG,1724.82,ithely re
825,puff deep hot tomato powder,Manufacturer#1,Brand#13,PROMO PLATED TIN,47,LG CAN,1725.82,ely iro
826,ghost rosy beige salmon lemon,Manufacturer#3,Brand#34,ECONOMY PLATED TIN,21,SM CASE,1726.82,ithely. flu
827,linen ghost smoke blanched cream,Manufacturer#1,Brand#13,PROMO POLISHED COPPER,15,JUMBO PACK,1727.82,eep ruthle
828,lemon light grey burlywood drab,Manufacturer#4,Brand#44,LARGE BRUSHED NICKEL,11,LG PKG,1728.82,ing to the slyly spe
829,cream indian deep linen antique,Manufacturer#3,Brand#35,MEDIUM BURNISHED BRASS,33,SM JAR,1729.82,y bold re
830,cornflower medium salmon coral magenta,Manufacturer#5,Brand#54,SMALL POLISHED TIN,37,JUMBO CAN,1730.83,s use slyly accord
831,violet dark midnight lawn cream,Manufacturer#5,Brand#51,STANDARD POLISHED COPPER,8,LG CAN,1731.83,sly deposits. furious
832,orange peach midnight burnished lavender,Manufacturer#4,Brand#44,STANDARD ANODIZED COPPER,3,WRAP BAG,1732.83, ironic
833,thistle puff cream papaya deep,Manufacturer#4,Brand#41,SMALL BRUSHED STEEL,34,JUMBO CAN,1733.83,ole special notornis. 
834,aquamarine frosted orange dodger khaki,Manufacturer#5,Brand#52,MEDIUM POLISHED TIN,43,JUMBO CAN,1734.83, haggle slyly. sly
835,turquoise peru light aquamarine dark,Manufacturer#5,Brand#53,MEDIUM PLATED STEEL,21,SM BOX,1735.83,l sheaves 
836,almond sky red lime smoke,Manufacturer#3,Brand#31,LARGE BURNISHED TIN,32,SM JAR,1736.83,to beans use along th
837,papaya goldenrod burlywood purple brown,Manufacturer#1,Brand#13,MEDIUM BURNISHED BRASS,27,WRAP PKG,1737.83,sly even foxes wake c
838,lime peach puff papaya olive,Manufacturer#2,Brand#22,MEDIUM ANODIZED TIN,9,WRAP BAG,1738.83,posits boo
839,cornflower white papaya violet navajo,Manufacturer#2,Brand#25,LARGE BRUSHED NICKEL,19,JUMBO CAN,1739.83,dolphi
840,khaki mint chartreuse dark frosted,Manufacturer#4,Brand#44,ECONOMY ANODIZED BRASS,42,WRAP PKG,1740.84,kages sleep qu
841,floral khaki grey metallic firebrick,Manufacturer#1,Brand#15,MEDIUM BURNISHED BRASS,48,WRAP BOX,1741.84,pendenc
842,gainsboro dim navajo chartreuse olive,Manufacturer#1,Brand#11,SMALL ANODIZED BRASS,4,MED PACK,1742.84,ecial requests. reg
843,frosted metallic mint lawn blanched,Manufacturer#1,Brand#15,MEDIUM POLISHED STEEL,50,LG PACK,1743.84,s wak
844,honeydew smoke lemon ghost navajo,Manufacturer#3,Brand#35,LARGE PLATED BRASS,22,SM CASE,1744.84, blithely ironic pa
845,papaya burlywood bisque linen navy,Manufacturer#4,Brand#41,LARGE PLATED STEEL,25,LG JAR,1745.84,above the r
846,purple papaya saddle cream medium,Manufacturer#2,Brand#24,ECONOMY POLISHED NICKEL,6,SM BAG,1746.84,"xpress, bold requests"
847,chartreuse pink azure tan slate,Manufacturer#2,Brand#25,SMALL PLATED STEEL,21,SM PACK,1747.84,y even id
848,orange olive puff midnight almond,Manufacturer#5,Brand#53,LARGE BURNISHED TIN,26,LG JAR,1748.84,finally pending 
849,lawn cornflower puff rosy saddle,Manufacturer#4,Brand#44,STANDARD POLISHED TIN,41,MED DRUM,1749.84,totes-- slyly silent 
850,peach goldenrod honeydew moccasin sienna,Manufacturer#4,Brand#41,STANDARD BRUSHED NICKEL,31,JUMBO DRUM,1750.85,nos affix among 
851,maroon beige navy forest honeydew,Manufacturer#5,Brand#54,ECONOMY BURNISHED COPPER,30,LG CAN,1751.85,fully un
852,lemon slate khaki misty hot,Manufacturer#2,Brand#24,PROMO PLATED NICKEL,47,JUMBO BOX,1752.85,carefully f
853,peach honeydew cyan peru light,Manufacturer#5,Brand#51,SMALL ANODIZED NICKEL,42,JUMBO CASE,1753.85,leep quic
854,pale wheat lace midnight papaya,Manufacturer#4,Brand#41,SMALL POLISHED COPPER,29,JUMBO CASE,1754.85,requests. deposits 
855,dim blue slate dodger yellow,Manufacturer#3,Brand#31,STANDARD BURNISHED TIN,46,MED BOX,1755.85, regular plate
856,blush frosted powder antique blanched,Manufacturer#1,Brand#13,MEDIUM BRUSHED STEEL,12,MED BAG,1756.85,quickly regular asym
857,goldenrod beige lemon midnight cornflower,Manufacturer#3,Brand#35,PROMO PLATED TIN,8,MED PACK,1757.85,ronic pl
858,papaya maroon hot blue pink,Manufacturer#3,Brand#33,ECONOMY BURNISHED COPPER,14,SM CAN,1758.85,as against the
859,ghost blue indian cornsilk drab,Manufacturer#3,Brand#35,ECONOMY ANODIZED COPPER,10,WRAP BAG,1759.85,ress dolphins-- regula
860,burlywood peach papaya violet midnight,Manufacturer#3,Brand#32,SMALL POLISHED STEEL,36,LG PKG,1760.86,the caref
